species	MGI	UniProtKB	gene	ID
MOUSE	1917856	Q8BV16	Protein Zfp398	Zfp398
MOUSE	1923356	Q6ZPY7	Lysine-specific demethylase 3B	Kdm3b
MOUSE	1339946	P62340	TATA box-binding protein-like protein 1	Tbpl1
MOUSE	103248	Q64028	Polyhomeotic-like protein 1	Phc1
MOUSE	1926212	A2AGH6	Mediator of RNA polymerase II transcription subunit 12	Med12
MOUSE	95661	P17679	Erythroid transcription factor	Gata1
MOUSE	3582959	A1Z198	"NACHT-, LRR-, and PYD-containing protein 1 paralog b splice variant 3"	Nlrp1b
MOUSE	1915612	Q8VEK2	Rhomboid domain-containing protein 2	Rhbdd2
MOUSE	3511682	Q3UM89	Forkhead box protein R2	Foxr2
MOUSE	3709333	D3Z5Y8	Protein Gm15446	Gm15446
MOUSE	1347477	P35584	Hepatocyte nuclear factor 3-gamma	Foxa3
MOUSE	1927549	Q64732	Forkhead box protein B1	Foxb1
MOUSE	3642748	E9Q4R4	Protein Zfp882	Zfp882
MOUSE	1201673	P70390	Short stature homeobox protein 2	Shox2
MOUSE	3039618	Q80X44	Zinc finger and BTB domain-containing protein 24	Zbtb24
MOUSE	3809197	F6TW77	Protein Gm3055	Gm3055
MOUSE	99961	Q64705	Upstream stimulatory factor 2	Usf2
MOUSE	2655333	Q5FWH3	Grainyhead-like protein 3 homolog	Grhl3
MOUSE	1913476	Q9CQP2	Trafficking protein particle complex subunit 2	Trappc2
MOUSE	3644284	E0CXI6	Protein Gm5286	Gm5286
MOUSE	2652821	Q5PPQ4	Protein Zfp658	Zfp658
MOUSE	106220	P70178	Homeobox protein SIX5	Six5
MOUSE	2685043	M0QWB7	Protein Ascl5	Ascl5
MOUSE	97712	P63013	Paired mesoderm homeobox protein 1	Prrx1
MOUSE	2146836	B2KF05	"Bromodomain and PHD finger containing, 3"	Brpf3
MOUSE	2179725	Q9D7E3	Ovarian cancer-associated gene 2 protein homolog	Ovca2
MOUSE	1919078	Q8R4I4	TFIIA-alpha and beta-like factor	Gtf2a1l
MOUSE	3040669	E9Q5E2	Protein BC005561	BC005561
MOUSE	1920199	Q7TQK0	Cyclin T2	Ccnt2
MOUSE	1352452	P43135	COUP transcription factor 2	Nr2f2
MOUSE	103034	P52633	Signal transducer and transcription activator 6	Stat6
MOUSE	1352748	Q9QX66	Zinc finger protein neuro-d4	Dpf1
MOUSE	1206039	Q99MA9	Homeobox protein Nkx-6.1	Nkx6-1
MOUSE	3040691	Q6P5C7	Zinc finger protein 728	Znf728
MOUSE	2445181	Q8BI66	Zinc finger protein 526	Znf526
MOUSE	107321	P70298	Homeobox protein cut-like 2	Cux2
MOUSE	3642213	F7D8Z3	Uncharacterized protein	Gm9894
MOUSE	1352451	Q60632	COUP transcription factor 1	Nr2f1
MOUSE	3708485	Q3URS2	Zinc finger and SCAN domain containing protein 4F	Zscan4f
MOUSE	1335079	Q8VDK3	ETS-related transcription factor Elf-5	Elf5
MOUSE	97747	P37238	Peroxisome proliferator-activated receptor gamma	Pparg
MOUSE	98307	Q61079	Single-minded homolog 2	Sim2
MOUSE	2137512	A2CG63	AT-rich interactive domain-containing protein 4B	Arid4b
MOUSE	1336211	F6SU29	Protein Zfp125	Zfp125
MOUSE	99254	P41164	ETS translocation variant 1	Etv1
MOUSE	2384756	Q6ZPK0	PHD finger protein 21A	Phf21a
MOUSE	97253	P15375	Myogenic factor 6	Myf6
MOUSE	2141413	E9PVC2	Protein Zfp282	Zfp282
MOUSE	104889	Q811S7	Upstream-binding protein 1	Ubp1
MOUSE	1346344	Q62227	Nuclear receptor subfamily 0 group B member 2	Nr0b2
MOUSE	1353423	Q9Z2U2	Zinc finger protein 292	Zfp292
MOUSE	1919556	B9EKF4	Protein Zfp777	Zfp777
MOUSE	1196251	Q9CWL2	Zinc finger protein castor homolog 1	Casz1
MOUSE	2141656	Q8BKT3	GC-rich sequence DNA-binding factor 2	Gcfc2
MOUSE	98372	O89090	Transcription factor Sp1	Sp1
MOUSE	109128	P49698	Hepatocyte nuclear factor 4-alpha	Hnf4a
MOUSE	1924012	G3X996	Protein Zfp846	Zfp846
MOUSE	1095419	O70546	Lysine-specific demethylase 6A	Kdm6a
MOUSE	96188	P09024	Homeobox protein Hox-B7	Hoxb7
MOUSE	98360	Q04890	Transcription factor SOX-12	Sox12
MOUSE	2681848	E9Q2M4	Protein Zfp867	Zfp867
MOUSE	1195456	Q91VI7	Ribonuclease inhibitor	Rnh1
MOUSE	1349442	A2ABV5	Mediator of RNA polymerase II transcription subunit 14	Med14
MOUSE	2442117	Q8BZH4	Pogo transposable element with ZNF domain	Pogz
MOUSE	2178429	Q6NS86	Protein Zfp366	Zfp366
MOUSE	103039	Q9WVL2	Signal transducer and activator of transcription 2	Stat2
MOUSE	3036282	Q6NXK2	Zinc finger protein 532	Znf532
MOUSE	1096867	Q9CXC9	ETS translocation variant 5	Etv5
MOUSE	2143755	F8VPU8	Protein AU041133	AU041133
MOUSE	1924151	Q6ZQF7	Protein Jade-2	Jade2
MOUSE	102567	P54846	Neural retina-specific leucine zipper protein	Nrl
MOUSE	103239	Q9JIZ5	Activator protein 4	Tfap4
MOUSE	1921373	Q9DBY0	Forkhead box protein P4	Foxp4
MOUSE	3651739	H3BLB0	Protein Gm13150	Gm13150
MOUSE	1927231	Q9JLM4	Zinc finger MYM-type protein 3	Zmym3
MOUSE	2443473	Q8BX46	SKI family transcriptional corepressor 1	Skor1
MOUSE	106181	Q7TPV4	Myb-binding protein 1A	Mybbp1a
MOUSE	1346832	Q61539	Steroid hormone receptor ERR2	Esrrb
MOUSE	3651308	A6PWE0	Protein Gm15698	Gm15698
MOUSE	1922038	Q58FA4	Transcription factor E2F8	E2f8
MOUSE	1891227	Q9JMG1	Endothelial differentiation-related factor 1	Edf1
MOUSE	1924735	Q99MW1	Serine/threonine-protein kinase 31	Stk31
MOUSE	96207	P09027	Homeobox protein Hox-D3	Hoxd3
MOUSE	3037815	Q3UTF4	Protein Zfp114	Zfp114
MOUSE	1353500	Q8R2I0	Forkhead box protein E1	Foxe1
MOUSE	1096340	O35261	Transcription factor E2F3	E2f3
MOUSE	106190	Q9QYE3	B-cell lymphoma/leukemia 11A	Bcl11a
MOUSE	107595	Q62445	Transcription factor Sp4	Sp4
MOUSE	103063	P42225	Signal transducer and activator of transcription 1	Stat1
MOUSE	1916510	Q9ESK4	Inhibitor of growth protein 2	Ing2
MOUSE	2441896	F8VPV1	Protein Zfp951	Zfp951
MOUSE	1914923	P62869	Transcription elongation factor B polypeptide 2	Tceb2
MOUSE	97488	P32115	Paired box protein Pax-4	Pax4
MOUSE	3040703	Q8BX23	Protein Zfp874a	Zfp874a
MOUSE	2443631	Q8BJI4	"POU domain, class 6, transcription factor 2"	Pou6f2
MOUSE	894293	P97471	Mothers against decapentaplegic homolog 4	Smad4
MOUSE	1919283	E9Q7M2	Protein Tsc22d2	Tsc22d2
MOUSE	1923203	Q8C8Y5	Sterile alpha motif domain-containing protein 7	Samd7
MOUSE	2176229	Q921B4	Neurotrophin receptor-interacting factor 2	Nrif2
MOUSE	2685431	Q3V3V9	Leucine-rich repeat-containing protein 16C	Rltpr
MOUSE	1916906	Q9D711	Pirin	Pir
MOUSE	99951	Q61827	Transcription factor MafK	Mafk
MOUSE	104897	Q8VIG1	RE1-silencing transcription factor	Rest
MOUSE	2149032	Q3UT54	Protein Obox3	Obox3
MOUSE	1913582	Q9D9P6	Enhancer of rudimentary homolog	1700018B24Rik
MOUSE	1923257	Q9CU65	Zinc finger MYM-type protein 2	Zmym2
MOUSE	2140248	Q1H9T6	Zinc finger and BTB domain-containing protein 48	Zbtb48
MOUSE	1914591	M0QW46	Protein Ascl4	Ascl4
MOUSE	101893	P20263	"POU domain, class 5, transcription factor 1"	Pou5f1
MOUSE	1346831	O08580	Steroid hormone receptor ERR1	Esrra
MOUSE	103124	Q9ER42	Homeobox protein BarH-like 1	Barx1
MOUSE	1195265	O54943	Period circadian protein homolog 2	Per2
MOUSE	98216	P28705	Retinoic acid receptor RXR-gamma	Rxrg
MOUSE	2446700	Q80TY4	Suppression of tumorigenicity 18 protein	St18
MOUSE	2446773	Q6XAS3	"MCG116991, isoform CRA_b"	Ssx9
MOUSE	1195985	O55187	E3 SUMO-protein ligase CBX4	Cbx4
MOUSE	1916160	Q8JZL0	Zinc finger protein 467	Znf467
MOUSE	3652161	B1AVN5	Protein Gm13225	Gm13225
MOUSE	1917821	Q3B807	Transcription elongation regulator 1-like protein	Tcerg1l
MOUSE	1338779	O35295	Transcriptional activator protein Pur-beta	Purb
MOUSE	1925516	Q9D2D7	Zinc finger protein 687	Znf687
MOUSE	107160	P42581	Homeobox protein HMX3	Hmx3
MOUSE	1930129	Q9JI43	Homeobox protein EHOX	Rhox4b
MOUSE	3028075	Q3I5G5	Forkhead box protein I2	Foxi2
MOUSE	1923701	Q6NZI9	Protein Zfp180	Zfp180
MOUSE	99414	P41139	DNA-binding protein inhibitor ID-4	Id4
MOUSE	2441662	A2AHM2	"MCG125498, isoform CRA_a"	Zfp931
MOUSE	1352502	Q9QXD8	LIM domain-containing protein 1	Limd1
MOUSE	2679336	Q8VI24	DNA-binding protein SATB2	Satb2
MOUSE	3646759	Q8BIQ6	MCG23335	Zfp947
MOUSE	3580237	B1APN4	Protein Rhox1	Rhox1
MOUSE	101898	P25425	"POU domain, class 2, transcription factor 1"	Pou2f1
MOUSE	109205	P97459	Neuronal PAS domain-containing protein 1	Npas1
MOUSE	109346	G3UXB3	Protein Nkx1-1	Nkx1-1
MOUSE	1197515	P81068	Iroquois-class homeodomain protein IRX-1	Irx1
MOUSE	1859086	Q9JKQ4	Iroquois-class homeodomain protein IRX-5	Irx5
MOUSE	1915023	Q9D1P2	Histone acetyltransferase KAT8	Kat8
MOUSE	1923364	Q8BVK9	Sp110 nuclear body protein	Sp110
MOUSE	1330290	Q9WTJ2	Putative transcription factor Ovo-like 1	Ovol1
MOUSE	1100526	Q64104	Nuclear receptor subfamily 2 group E member 1	Nr2e1
MOUSE	96202	P28359	Homeobox protein Hox-D10	Hoxd10
MOUSE	1914649	Q3TJD7	PDZ and LIM domain protein 7	Pdlim7
MOUSE	2135637	Q99LX0	Protein DJ-1	Park7
MOUSE	96179	P02830	Homeobox protein Hox-A7	Hoxa7
MOUSE	1100498	O35160	Pituitary homeobox 3	Pitx3
MOUSE	2675377	Q66X22	"NACHT, LRR and PYD domains-containing protein 9B"	Nlrp9b
MOUSE	104793	Q61909	Protein CBFA2T1	Runx1t1
MOUSE	109617	O08686	Homeobox protein BarH-like 2	Barx2
MOUSE	2682313	A2A5K6	Zinc finger protein 335	Znf335
MOUSE	2446280	Q7M6X3	Protein Zfp759	Zfp759
MOUSE	101927	P70397	Homeobox protein DLX-6	Dlx6
MOUSE	1343085	Q6ZWS8	Speckle-type POZ protein	Spop
MOUSE	1277991	Q9QYB2	Dachshund homolog 1	Dach1
MOUSE	1916482	Q3UA37	Glutamine-rich protein 1	Qrich1
MOUSE	3056600	Q66X19	"NACHT, LRR and PYD domains-containing protein 4E"	Nlrp4e
MOUSE	2442995	Q80YR6	DNA endonuclease RBBP8	Rbbp8
MOUSE	98663	Q9JLC6	Thyrotroph embryonic factor	Tef
MOUSE	1923939	Q9DB24	Protein Tceal6	Tceal6
MOUSE	98743	P37242	Thyroid hormone receptor beta	Thrb
MOUSE	2182799	Q5SVQ0	Histone acetyltransferase KAT7	Kat7
MOUSE	1099800	Q9WTK5	Nuclear factor NF-kappa-B p100 subunit	Nfkb2
MOUSE	101894	P62515	"POU domain, class 3, transcription factor 4"	Pou3f4
MOUSE	104786	Q61967	Zinc finger protein 90	Zfp90
MOUSE	3646554	E9PXQ2	Protein Gm8214	Gm8214
MOUSE	1925835	Q6ZPI0	Protein Jade-1	Jade1
MOUSE	96648	P15066	Transcription factor jun-D	Jund
MOUSE	2678023	Q80W88	Homeobox and leucine zipper protein Homez	Homez
MOUSE	99253	P41163	ETS translocation variant 2	Etv2
MOUSE	3645447	E9Q3G0	Protein Zscan4b	Zscan4b
MOUSE	1298387	P97447	Four and a half LIM domains protein 1	Fhl1
MOUSE	1921452	Q71FD7	Filamin-binding LIM protein 1	Fblim1
MOUSE	1329038	O54826	Protein AF-10	Mllt10
MOUSE	106505	Q8BS54	Protein Zmym6	Zmym6
MOUSE	3645954	A7KBS4	Zinc finger and SCAN domain containing protein 4D	Zscan4d
MOUSE	2684934	B2RWC4	Gm88 protein	Lrrc73
MOUSE	108015	P97503	Homeobox protein Nkx-3.2	Nkx3-2
MOUSE	1351315	Q8CB77	Transcription elongation factor B polypeptide 3	Tceb3
MOUSE	2136171	Q9ESC8	AF4/FMR2 family member 4	Aff4
MOUSE	3052731	L7N267	Protein Zfp960	Zfp960
MOUSE	95843	P31316	GS homeobox 2	Gsx2
MOUSE	2684861	Q67EY4	NALP1	Nlrp1a
MOUSE	1277119	G3X9I0	Protein Zfp105	Zfp105
MOUSE	2444807	Q505G8	Zinc finger protein 827	Znf827
MOUSE	2140230	A2A891	Calmodulin-binding transcription activator 1	Camta1
MOUSE	1915955	Q8R0A0	General transcription factor IIF subunit 2	Gtf2f2
MOUSE	1347470	Q61080	Forkhead box protein F1	Foxf1
MOUSE	3713585	A2A8V4	Protein Gm13248 (Fragment)	Gm13248
MOUSE	1916127	Q9D0U6	Repressor of RNA polymerase III transcription MAF1 homolog	Maf1
MOUSE	1928368	O35309	N-myc-interactor	Nmi
MOUSE	108011	Q8VIH1	Homeobox protein NOBOX	Nobox
MOUSE	109384	Q60765	Cyclic AMP-dependent transcription factor ATF-3	Atf3
MOUSE	104806	P42580	NK1 transcription factor-related protein 2	Nkx1-2
MOUSE	1926162	Q9D2H6	Transcription factor Sp2	Sp2
MOUSE	1913500	P61216	Transcription initiation factor TFIID subunit 13	Taf13
MOUSE	2384582	Q8R0T2	Zinc finger protein 768	Znf768
MOUSE	2385096	Q6NZN1	Peroxisome proliferator-activated receptor gamma coactivator-related protein 1	Pprc1
MOUSE	1339708	Q60867	Neurogenic differentiation factor 1	Neurod1
MOUSE	3782398	E9Q115	Protein Gm4222	Gm4222
MOUSE	1922329	Q8BXX2	Zinc finger and BTB domain-containing protein 49	Zbtb49
MOUSE	103270	Q9R210	Transcription factor EB	Tfeb
MOUSE	107187	P41183	B-cell lymphoma 6 protein homolog	Bcl6
MOUSE	1913921	Q61458	Cyclin-H	Ccnh
MOUSE	1859638	Q91VJ5	Polyglutamine-binding protein 1	Pqbp1
MOUSE	1919378	G3X964	Protein 2610008E11Rik	2610008E11Rik
MOUSE	1201686	P56546	C-terminal-binding protein 2	Ctbp2
MOUSE	105982	P48377	MHC class II regulatory factor RFX1	Rfx1
MOUSE	1891916	Q9QYE0	Zinc finger protein PLAG1	Plag1
MOUSE	1345193	Q9R1M5	"NACHT, LRR and PYD domains-containing protein 5"	Nlrp5
MOUSE	105084	Q60611	DNA-binding protein SATB1	Satb1
MOUSE	1352456	Q06219	Nuclear receptor subfamily 4 group A member 2	Nr4a2
MOUSE	96186	P09079	Homeobox protein Hox-B5	Hoxb5
MOUSE	2385049	B0V2W5	Protein Zfp472	Zfp472
MOUSE	109372	Q61686	Chromobox protein homolog 5	Cbx5
MOUSE	99781	P41230	Lysine-specific demethylase 5C	Kdm5c
MOUSE	95663	P23772	Trans-acting T-cell-specific transcription factor GATA-3	Gata3
MOUSE	1349415	O35864	COP9 signalosome complex subunit 5	Cops5
MOUSE	96194	Q8K5B8	Homeobox protein Hox-C12	Hoxc12
MOUSE	1922160	Q0VG34	MCG52719	4930480E11Rik
MOUSE	1345139	Q9QXV9	Protein sprouty homolog 1	Spry1
MOUSE	104813	Q62315	Protein Jumonji	Jarid2
MOUSE	2677168	B8JJZ9	Protein Zfp563	Zfp563
MOUSE	1316721	Q9WUH2	LIM/homeobox protein Lhx9	Lhx9
MOUSE	1353422	Q9WTP3	SAM pointed domain-containing Ets transcription factor	Spdef
MOUSE	1306784	O35740	Cbp/p300-interacting transactivator 2	Cited2
MOUSE	1277216	Q9DBA9	General transcription factor IIH subunit 1	Gtf2h1
MOUSE	1916478	Q3U133	Zinc finger protein 746	Znf746
MOUSE	1345179	Q8BZW4	Zinc finger protein 120	Zfp120
MOUSE	3613386	Q2MDG1	MCG125587	Rhox4c
MOUSE	1919404	Q6PCM4	Protein Zfp157	Zfp157
MOUSE	2444070	Q5DU56	Protein NLRC3	Nlrc3
MOUSE	1917923	A2A935	PR domain zinc finger protein 16	Prdm16
MOUSE	104867	P52955	Transcription factor LBX1	Lbx1
MOUSE	104633	Q62441	Transducin-like enhancer protein 4	Tle4
MOUSE	3035274	D3Z4Z0	MCG49644	Tada2b
MOUSE	1095400	O35615	Zinc finger protein ZFPM1	Zfpm1
MOUSE	1919950	Q80YY7	Zinc finger protein 618	Znf618
MOUSE	1336878	Q80UV9	Transcription initiation factor TFIID subunit 1	Taf1
MOUSE	1194492	Q3UMU9	Hepatoma-derived growth factor-related protein 2	Hdgfrp2
MOUSE	1202888	O70238	Homeobox protein PSX	Rhox6
MOUSE	1915808	Q99PE2	Ankyrin repeat family A protein 2	Ankra2
MOUSE	1890504	Q6T264	Mastermind-like protein 1	Maml1
MOUSE	1917140	Q6IQX8	Protein Zfp219	Zfp219
MOUSE	107158	Q62141	Paired amphipathic helix protein Sin3b	Sin3b
MOUSE	1921811	Q3UHX8	Homeobox protein Nkx-6.3	Nkx6-3
MOUSE	95388	Q04744	Homeobox protein EMX2	Emx2
MOUSE	88494	Q01147	Cyclic AMP-responsive element-binding protein 1	Creb1
MOUSE	109275	Q64127	Transcription intermediary factor 1-alpha	Trim24
MOUSE	104634	Q08122	Transducin-like enhancer protein 3	Tle3
MOUSE	1346031	Q5DTH5	Teashirt homolog 1	Tshz1
MOUSE	1860402	Q6PGE4	Zinc finger protein 316	Znf316
MOUSE	1913284	O35593	26S proteasome non-ATPase regulatory subunit 14	Psmd14
MOUSE	1343464	Q8R1B8	Nuclear receptor ROR-beta	Rorb
MOUSE	97856	P11416	Retinoic acid receptor alpha	Rara
MOUSE	99205	P16372	Zinc finger protein 58	Zfp58
MOUSE	2449436	Q717B3	TD and POZ domain-containing protein 1	Tdpoz1
MOUSE	107730	P70321	Homeobox protein Hox-B13	Hoxb13
MOUSE	1931415	Q99MD8	Myoneurin	Mynn
MOUSE	3580249	Q4TU83	Protein Rhox10	Rhox10
MOUSE	1920819	P85442	Transcription cofactor vestigial-like protein 3	Vgll3
MOUSE	UniProtKB	Uncharacterized protein	unassigned	ortholog
MOUSE	5434453	Q9D3I8	Protein Gm21098	Rhox4a
MOUSE	2444933	E9QAH2	Protein Zfp605	Zfp605
MOUSE	1914359	Q8BIF9	Zinc finger protein 787	Znf787
MOUSE	1346320	Q8K0H5	Transcription initiation factor TFIID subunit 10	Taf10
MOUSE	1888984	Q9JKD8	T-box transcription factor TBX21	Tbx21
MOUSE	109386	P53569	CCAAT/enhancer-binding protein zeta	Cebpz
MOUSE	3700744	F8VQK0	Protein Nlrp4g	Nlrp4g
MOUSE	1926102	Q8K083	Zinc finger protein 536	Znf536
MOUSE	1923121	Q6PD05	Zinc finger protein 821	Znf821
MOUSE	102469	O88942	"Nuclear factor of activated T-cells, cytoplasmic 1"	Nfatc1
MOUSE	107768	Q8K2A4	"MCG140700, isoform CRA_c"	Zfp87
MOUSE	3702694	Q32P14	"Predicted gene, OTTMUSG00000010173"	Gm13051
MOUSE	99187	P22227	Zinc finger protein 42	Zfp42
MOUSE	UniProtKB	Uncharacterized protein (Fragment)	unassigned	ortholog
MOUSE	1891198	E9Q8I5	Protein Zfp108	Zfp108
MOUSE	104661	P51448	Nuclear receptor ROR-alpha	Rora
MOUSE	1202294	O55112	AF4/FMR2 family member 2	Aff2
MOUSE	96522	P31266	Recombining binding protein suppressor of hairless	Rbpj
MOUSE	1914942	Q8CF20	Protein 1700020N01Rik	1700020N01Rik
MOUSE	96180	P09631	Homeobox protein Hox-A9	Hoxa9
MOUSE	3056570	Q8C6J9	"NACHT, LRR and PYD domains-containing protein 4B"	Nlrp4b
MOUSE	101884	P35396	Peroxisome proliferator-activated receptor delta	Ppard
MOUSE	3512628	Q9DBY5	Chromobox protein homolog 6	Cbx6
MOUSE	94902	P40764	Homeobox protein DLX-2	Dlx2
MOUSE	1352762	Q8K214	Polycomb protein SCMH1	Scmh1
MOUSE	1919200	Q80Z64	Homeobox protein NANOG	Nanog
MOUSE	3612702	Q8C898	Protein C130026I21Rik	C130026I21Rik
MOUSE	1914393	Q8BU00	Zinc finger protein Pegasus	Ikzf5
MOUSE	3040701	Q8BZ17	Protein Zfp459	Zfp459
MOUSE	3642994	F6QN44	Protein Zfp936	Zfp936
MOUSE	1346348	Q9R1C0	Transcription initiation factor TFIID subunit 7	Taf7
MOUSE	2138383	Q3TMP1	"General transcription factor IIIC, polypeptide 3"	Gtf3c3
MOUSE	2148019	Q6IE82	Protein Jade-3	Jade3
MOUSE	99197	G3UW50	MCG10049	Zbtb25
MOUSE	99960	Q61545	RNA-binding protein EWS	Ewsr1
MOUSE	2429397	Q8K3Z0	Nucleotide-binding oligomerization domain-containing protein 2	Nod2
MOUSE	1915035	A2A791	Zinc finger MYM-type protein 4	Zmym4
MOUSE	2388648	Q8CE33	Kelch-like protein 11	Klhl11
MOUSE	1933289	Q80ZM7	Transcription initiation factor IIA subunit 2	Gtf2a2
MOUSE	2141515	Q3UZY6	Expressed sequence AI894139	Zfp956
MOUSE	98481	Q02576	Helix-loop-helix protein 1	Nhlh1
MOUSE	1918313	E9Q6S0	Protein Zfp597	Zfp597
MOUSE	98510	P15806	Transcription factor E2-alpha	Tcf3
MOUSE	1344407	Q9R0G7	Zinc finger E-box-binding homeobox 2	Zeb2
MOUSE	1918387	Q7TNK1	Transcription factor RFX4	Rfx4
MOUSE	3706570	E9Q9W0	Protein Gm14288	Gm14288
MOUSE	96205	P70217	Homeobox protein Hox-D13	Hoxd13
MOUSE	2145180	Q80VN4	AA987161 protein	AA987161
MOUSE	1935145	B1AR10	Protein Mllt6	Mllt6
MOUSE	97487	P24610	Paired box protein Pax-3	Pax3
MOUSE	1277968	O54724	Polymerase I and transcript release factor	Ptrf
MOUSE	2145528	Q66X05	"NACHT, LRR and PYD domains-containing protein 4F"	Nlrp4f
MOUSE	103572	Q6PZD9	CCAAT/enhancer-binding protein epsilon	Cebpe
MOUSE	1924108	Q6B966	"NACHT, LRR and PYD domains-containing protein 14"	Nlrp14
MOUSE	103012	Q8R0K9	Transcription factor E2F4	E2f4
MOUSE	2181659	Q66JW3	Thymocyte selection-associated high mobility group box protein TOX	Tox
MOUSE	1933148	Q99LJ2	Ankyrin repeat and BTB/POZ domain-containing protein 1	Abtb1
MOUSE	98369	P40646	Transcription factor SOX-7	Sox7
MOUSE	2683087	Q8C0C0	Zinc fingers and homeoboxes protein 2	Zhx2
MOUSE	1920672	Q8BII1	Prospero homeobox protein 2	Prox2
MOUSE	1916225	Q9DB40	Mediator of RNA polymerase II transcription subunit 27	Med27
MOUSE	1914437	Q9CQG3	Zinc finger MYND domain-containing protein 19	Zmynd19
MOUSE	1354373	Q9QX96	Sal-like protein 2	Sall2
MOUSE	1914482	Q9WUE4	Nitrogen permease regulator 2-like protein	Nprl2
MOUSE	3643456	L7N248	Protein Gm6871	Gm6871
MOUSE	106918	Q61221	Hypoxia-inducible factor 1-alpha	Hif1a
MOUSE	104685	Q9D030	Twist-related protein 2	Twist2
MOUSE	3643902	Q69ZN6	N-acetylglucosamine-1-phosphotransferase subunits alpha/beta	Gnptab
MOUSE	1918890	E9Q732	Protein Zfp949	Zfp949
MOUSE	894670	O55203	LIM domain-binding protein 2	Ldb2
MOUSE	2443472	Q8R0S1	Cyclic AMP-dependent transcription factor ATF-7	Atf7
MOUSE	1917042	Q921D4	Mediator of RNA polymerase II transcription subunit 6	Med6
MOUSE	1277134	O70361	Period circadian protein homolog 3	Per3
MOUSE	1916020	Q8CB19	Putative homeodomain transcription factor 2	Phtf2
MOUSE	2152389	Q920Q8	Influenza virus NS1A-binding protein homolog	Ivns1abp
MOUSE	3649813	A2BFU4	MCG112779	Gm14403
MOUSE	5434440	Q4TU90	Protein Gm21085	Rhox3e
MOUSE	102853	P41158	ETS domain-containing protein Elk-4	Elk4
MOUSE	1926805	Q9ES18	Forkhead box protein J2	Foxj2
MOUSE	1095403	Q64213	Splicing factor 1	Sf1
MOUSE	2444148	Q8BLG0	PHD finger protein 20	Phf20
MOUSE	2388075	D3YYM0	Putative transcription factor ovo-like protein 3	Ovol3
MOUSE	3645327	L7N2E7	Protein Gm7221	Gm7221
MOUSE	99212	P10925	Zinc finger Y-chromosomal protein 1	Zfy1
MOUSE	1891408	Q6XBJ3	One cut domain family member 2	Onecut2
MOUSE	1914857	E9Q980	Protein Zfp788	Zfp788
MOUSE	1100518	O35253	Mothers against decapentaplegic homolog 7	Smad7
MOUSE	2446220	Q1RNF8	Sterile alpha motif domain-containing protein 11	Samd11
MOUSE	1306812	P24399	Zinc finger protein 239	Znf239
MOUSE	3643462	D3Z7X6	Protein Gm5581	Gm5581
MOUSE	1915403	Q9D902	General transcription factor IIE subunit 2	Gtf2e2
MOUSE	893579	Q60749	"KH domain-containing, RNA-binding, signal transduction-associated protein 1"	Khdrbs1
MOUSE	96203	P23813	Homeobox protein Hox-D11	Hoxd11
MOUSE	1919270	Q9DAU9	Zinc finger protein 654	Znf654
MOUSE	95415	P81270	Transcriptional regulator ERG	Erg
MOUSE	1925255	B2RS91	RNA polymerase I-specific transcription initiation factor RRN3	Rrn3
MOUSE	2682302	Q80WQ9	Zinc finger BED domain-containing protein 4	Zbed4
MOUSE	2180003	Q6P1B1	Xaa-Pro aminopeptidase 1	Xpnpep1
MOUSE	2141920	Q7TQJ8	Wilms tumor protein 1-interacting protein	Wtip
MOUSE	1100819	O88573	AF4/FMR2 family member 1	Aff1
MOUSE	3039593	Q80W03	TOX high mobility group box family member 3	Tox3
MOUSE	2385298	F6R9A8	Protein Zfp958	Zfp958
MOUSE	1921719	Q9D3R9	Transcription initiation factor TFIID subunit 7-like	Taf7l
MOUSE	1096341	P56931	Transcription factor E2F2	E2f2
MOUSE	1923304	Q7TPM1	Protein PRRC2B	Prrc2b
MOUSE	102463	Q60591	"Nuclear factor of activated T-cells, cytoplasmic 2"	Nfatc2
MOUSE	88361	P43241	Homeobox protein CDX-2	Cdx2
MOUSE	97588	Q00286	Pituitary-specific positive transcription factor 1	Pou1f1
MOUSE	1890518	Q3TKR3	"NACHT, LRR and PYD domains-containing protein 4C"	Nlrp4c
MOUSE	1341840	Q9QZ28	Homeobox protein SIX6	Six6
MOUSE	107445	F8VQH7	Protein Dbx2	Dbx2
MOUSE	1922874	Q8BP48	Methionine aminopeptidase 1	Metap1
MOUSE	1920640	G3X992	Protein Msl3l2	Msl3l2
MOUSE	1345144	Q9WTP2	Protein sprouty homolog 4	Spry4
MOUSE	1346307	O35627	Nuclear receptor subfamily 1 group I member 3	Nr1i3
MOUSE	2443497	Q8BZ94	Zinc finger matrin-type protein 4	Zmat4
MOUSE	2444487	Q811F1	Zinc finger and BTB domain-containing protein 41	Zbtb41
MOUSE	1918381	Q8BKK5	Zinc finger protein 689	Znf689
MOUSE	2445132	E9PYM8	Protein Zfp945	Zfp945
MOUSE	1927290	Q8BN78	Transcriptional regulator Kaiso	Zbtb33
MOUSE	107457	S4R1L6	"Myeloid zinc finger 1, isoform CRA_d"	Mzf1
MOUSE	2446777	B1AY40	MCG1044712	Ssxb8
MOUSE	1914386	Q8R179	Kelch repeat and BTB domain-containing protein 4	Kbtbd4
MOUSE	106633	Q62066	Paired mesoderm homeobox protein 2A	Phox2a
MOUSE	2389465	Q8K402	T-box transcription factor TBX22	Tbx22
